date,game_id,status,home_team,away_team,neutral,overtime,home_score,away_score,result_margin,result_total,home_rating,away_rating,home_advantage,projected_winner,projected_spread,projected_home_spread,projected_win_prob,projected_home_score,projected_away_score,projected_total
2025-10-26,2025-10-26|Toronto Raptors|Dallas Mavericks,final,Dallas Mavericks,Toronto Raptors,False,False,139.0,129.0,10.0,268.0,-4.559644697700993,1.35973591285235,3.116168938173971,Toronto Raptors,2.8032116723793714,-2.8032116723793714,0.3934807508658187,113.17192357557501,115.97513524795438,229.1470588235294
2025-10-27,2025-10-27|Atlanta Hawks|Chicago Bulls,final,Chicago Bulls,Atlanta Hawks,False,False,128.0,123.0,5.0,251.0,-1.8746275836023327,-1.4983469702137577,-4.942954869314588,Atlanta Hawks,5.319235482703163,-5.319235482703163,0.3055348236029544,117.44654034688371,122.76577582958687,240.21231617647058
2025-10-27,2025-10-27|Boston Celtics|New Orleans Pelicans,final,New Orleans Pelicans,Boston Celtics,False,False,90.0,122.0,-32.0,212.0,-7.4123535869014905,3.266409126077347,4.766477522610943,Boston Celtics,5.912285190367895,-5.912285190367895,0.28646369080631456,113.37473975775724,119.28702494812514,232.66176470588238
2025-10-27,2025-10-27|Brooklyn Nets|Houston Rockets,final,Houston Rockets,Brooklyn Nets,False,False,137.0,109.0,28.0,246.0,4.854177867423597,-5.014394269100372,5.7480439822003,Houston Rockets,-15.61661611872427,15.61661611872427,0.9176308341390256,121.82497472602878,106.20835860730452,228.0333333333333
2025-10-27,2025-10-27|Cleveland Cavaliers|Detroit Pistons,final,Detroit Pistons,Cleveland Cavaliers,False,False,95.0,116.0,-21.0,211.0,5.973768646051718,0.16847419438047906,0.7800881257205348,Detroit Pistons,-6.585382577391774,6.585382577391774,0.7342943743923092,120.37679055340178,113.79140797600999,234.16819852941177
2025-10-27,2025-10-27|Denver Nuggets|Minnesota Timberwolves,final,Minnesota Timberwolves,Denver Nuggets,False,False,114.0,127.0,-13.0,241.0,3.876952192229939,4.823066776850101,1.1508426322094143,Minnesota Timberwolves,-0.20472804758925167,0.20472804758925167,0.5078998082051269,119.5280269025825,119.32329885499325,238.85132575757575
2025-10-27,2025-10-27|Memphis Grizzlies|Golden State Warriors,final,Golden State Warriors,Memphis Grizzlies,False,False,131.0,118.0,13.0,249.0,0.8191239171999589,-1.2309638034360872,7.509669178314511,Golden State Warriors,-9.559756898950557,9.559756898950557,0.813914033169887,119.59877049492982,110.03901359597927,229.6377840909091
2025-10-27,2025-10-27|Oklahoma City Thunder|Dallas Mavericks,final,Dallas Mavericks,Oklahoma City Thunder,False,False,94.0,101.0,-7.0,195.0,-4.559644697700993,11.427846652099367,3.116168938173971,Oklahoma City Thunder,12.87132241162639,-12.87132241162639,0.1205937066529905,108.92463291183385,121.79595532346023,230.7205882352941
2025-10-27,2025-10-27|Orlando Magic|Philadelphia 76ers,final,Philadelphia 76ers,Orlando Magic,False,False,136.0,124.0,12.0,260.0,0.4835721595788196,2.534728893900602,-2.2224258142984166,Orlando Magic,4.273582548620199,-4.273582548620199,0.3408135070150857,113.65032993781111,117.9239124864313,231.5742424242424
2025-10-27,2025-10-27|Phoenix Suns|Utah Jazz,final,Utah Jazz,Phoenix Suns,False,False,138.0,134.0,4.0,272.0,-1.825660982842028,3.0778692065981805,0.5025432392419885,Phoenix Suns,4.40098695019822,-4.40098695019822,0.336409242047837,116.78816579909444,121.18915274929266,237.9773185483871
2025-10-27,2025-10-27|Portland Trail Blazers|Los Angeles Lakers,final,Los Angeles Lakers,Portland Trail Blazers,False,False,108.0,122.0,-14.0,230.0,4.984814963550581,-1.076035337885097,-2.4222766422775206,Los Angeles Lakers,-3.638573659158157,3.638573659158157,0.6368344547156207,119.57913531442756,115.94056165526939,235.51969696969695
2025-10-27,2025-10-27|Toronto Raptors|San Antonio Spurs,final,San Antonio Spurs,Toronto Raptors,False,False,121.0,103.0,18.0,224.0,6.732817343411236,1.35973591285235,-0.45274721388231237,San Antonio Spurs,-4.920334216676574,4.920334216676574,0.6812459890117496,117.48400846306198,112.56367424638542,230.0476827094474
2025-10-28,2025-10-28|Charlotte Hornets|Miami Heat,final,Miami Heat,Charlotte Hornets,False,False,144.0,117.0,27.0,261.0,1.701675065584123,-5.196835280815433,2.6358346102656594,Miami Heat,-9.534344956665215,9.534344956665215,0.8133191935345612,122.90377285712049,113.36942790045526,236.27320075757575
2025-10-28,2025-10-28|Los Angeles Clippers|Golden State Warriors,final,Golden State Warriors,Los Angeles Clippers,False,False,98.0,79.0,19.0,177.0,0.8191239171999589,-3.999990306820603,7.509669178314511,Golden State Warriors,-12.328783402335073,12.328783402335073,0.8702389879910829,119.78242689178337,107.45364348944831,227.23607038123168
2025-10-28,2025-10-28|New York Knicks|Milwaukee Bucks,final,Milwaukee Bucks,New York Knicks,False,False,121.0,111.0,10.0,232.0,-3.0581328043516987,6.363133616668737,4.09961795283634,New York Knicks,5.321648468184096,-5.321648468184096,0.305455797644315,113.30887273560492,118.63052120378902,231.93939393939394
2025-10-28,2025-10-28|Philadelphia 76ers|Washington Wizards,final,Washington Wizards,Philadelphia 76ers,False,False,134.0,139.0,-5.0,273.0,-9.127672320717876,0.4835721595788196,-2.2232999302589644,Philadelphia 76ers,11.83454441055566,-11.83454441055566,0.13862199700215885,111.45611489149637,123.29065930205202,234.7467741935484
2025-10-28,2025-10-28|Sacramento Kings|Oklahoma City Thunder,final,Oklahoma City Thunder,Sacramento Kings,False,False,107.0,101.0,6.0,208.0,11.427846652099367,-5.608749847158277,4.323125985790036,Oklahoma City Thunder,-21.35972248504768,21.35972248504768,0.9643288818713835,126.61736124252384,105.25763875747616,231.875
2025-10-29,2025-10-29|Atlanta Hawks|Brooklyn Nets,final,Brooklyn Nets,Atlanta Hawks,False,False,112.0,117.0,-5.0,229.0,-5.014394269100372,-1.4983469702137577,1.3809457239710115,Atlanta Hawks,2.135101574915602,-2.135101574915602,0.4183441068171623,114.75058646744415,116.88568804235976,231.6362745098039
2025-10-29,2025-10-29|Cleveland Cavaliers|Boston Celtics,final,Boston Celtics,Cleveland Cavaliers,False,False,125.0,105.0,20.0,230.0,3.266409126077347,0.16847419438047906,3.658569115746807,Boston Celtics,-6.756504047443675,6.756504047443675,0.7394159813136163,119.28266378842773,112.52615974098404,231.80882352941177
2025-10-29,2025-10-29|Houston Rockets|Toronto Raptors,final,Toronto Raptors,Houston Rockets,False,False,121.0,139.0,-18.0,260.0,1.35973591285235,4.854177867423597,-1.1048234975056515,Houston Rockets,4.5992654520768985,-4.5992654520768985,0.3296113160474874,112.5386025680792,117.1378680201561,229.6764705882353
2025-10-29,2025-10-29|Indiana Pacers|Dallas Mavericks,final,Dallas Mavericks,Indiana Pacers,False,False,107.0,105.0,2.0,212.0,-4.559644697700993,-10.964758742911087,3.116168938173971,Dallas Mavericks,-9.521282983384065,9.521282983384065,0.813012870883374,119.9769962153997,110.45571323201564,230.43270944741533
2025-10-29,2025-10-29|Los Angeles Lakers|Minnesota Timberwolves,final,Minnesota Timberwolves,Los Angeles Lakers,False,False,115.0,116.0,-1.0,231.0,3.876952192229939,4.984814963550581,1.1508426322094143,Minnesota Timberwolves,-0.04297986088877237,0.04297986088877237,0.5016585889072448,116.92527780923227,116.88229794834349,233.80757575757576
2025-10-29,2025-10-29|Memphis Grizzlies|Phoenix Suns,final,Phoenix Suns,Memphis Grizzlies,False,False,113.0,114.0,-1.0,227.0,3.0778692065981805,-1.2309638034360872,3.8733148685580803,Phoenix Suns,-8.182147878592348,8.182147878592348,0.779541763437354,118.96607393929618,110.78392606070382,229.75
